,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sortOrder,appId,month
10,97d4ab09-d6c5-462d-9949-aa869f592bb1,Assidiqi,https://play-lh.googleusercontent.com/a-/ALV-UjXhh6LovOJGjX_5kleF5DI-vMdSxUBj18TPxUqMSs8iX4A,"Semenjak update baru baru ini, sering terjadinya frame dan drop fps, dan saran untuk hero2nya dibuat karakter yg lebih seram lagi, jgn modelan manusia aja. Dan untuk semuanya udah bagus 👍",4,6,1.8.8.8811,2023-08-12 01:35:30,,,1.8.8.8811,most_relevant,com.mobile.legends,August
11,dbc5cbfc-4b20-47c4-8497-c130e5cd6225,Wong Ruet,https://play-lh.googleusercontent.com/a/ACg8ocIYymOqkItEygLcKnVrhDoZsWYoPpmXGno5zNyuDM-F=mo,"Sistem untuk pemain solo kurang menyenangkan, sering bertemu dengan tim yang berkemampuan rendah, dan kemampuan tim musuh yang sangat terbalik, tolong segera diperbaiki, glory point 670 ketemu sama legend 3",5,192,1.8.8.8811,2023-08-12 07:14:17,,,1.8.8.8811,most_relevant,com.mobile.legends,August
12,348b27c1-ced5-4134-ae38-77069b5584f4,Makale Oke,https://play-lh.googleusercontent.com/a/ACg8ocKcBigwA7Y9TMmhtDGWmIysGe6O1dlorvVqZDoVckPJ=mo,"Udah update tapi malah rusak, pemilihan lawan tidak seimbang apalagi masalah jaringan yang sudah lama tidak pernah teratasi. Mohon moonton update yang benar banyak player yang kecewa akan hal ini. Cuma 2 masalah di game ini pemilihan lawan yang tidak seimbang dengan masalah jaringan. Mohon diperbaiki 🙏",2,12,1.8.8.8811,2023-08-12 09:11:58,,,1.8.8.8811,most_relevant,com.mobile.legends,August
13,7a230a33-9125-49a5-978e-d2f339cd7573,Ajik Sopo,https://play-lh.googleusercontent.com/a/ACg8ocJMkV8HqCG9kv7ukv4BT_bSthl-DK9VMIGoklLXRjpC=mo,"Gimana si ini setelah update jdi susah mo login,, koneksi eror terus, pdahal buat yg lainya lancar,, makin ga jelas ni game,, udah semakin berat, rating jadi semakin menurun,, tolong diperbaiki lah dari pihak montoon soal jaringan dan seiver, jangan skin mulu yg di update",2,6,1.8.8.8811,2023-08-12 12:45:25,"Dear Hero,
Terima kasih atas tanggapan Anda.
Silakan hubungi kami melalui CS dalam game, ini akan membantu kami mengumpulkan informasi yang lebih detail sehingga kami dapat mengidentifikasi masalah secepat mungkin. Bantuan Anda akan sangat membantu kami untuk menyelesaikan masalah dan kami sangat menyesal atas ketidaknyamanan yang ditimbulkan.",2023-05-04 04:21:00,1.8.8.8811,most_relevant,com.mobile.legends,August
14,2a060724-cba9-4d56-be54-a2030a1d90e4,Its_ mona,https://play-lh.googleusercontent.com/a/ACg8ocItr-BJS1IW1YcSdS-FcV6YdSVYTthbcgN-M3vDCT6F=mo,"Game nya bagus grafik nya hero nya banyak skin nya juga banyak emote yg menarik dan berbagai bentuk senjata di hero main nya juga ga susah susah dan ga gampang gampang bngt tapi ada satu kesalahan moonton , monnton tolong perbaiki lagi sinyal nya kasian yg hp nya sinyal nya jelek trs player nya juga sering membully teman setim dan sering di remeh kan itu yg membuat bermain jadi tidak focus dan tidak nyaman , dan untuk musuh nya moonton mohon jangan yg terlalu susah susah banget susah ngepush ny",4,42,1.8.8.8811,2023-08-12 15:14:54,,,1.8.8.8811,most_relevant,com.mobile.legends,August
15,cfd2acaf-96bd-49a9-8b8c-7f15a3b22838,youandme,https://play-lh.googleusercontent.com/a-/ALV-UjUZGaTFdUrk1QmSWD3CLIir_4u5BSy2kIiOe-Xl6KehnFo,"Game buruk, system matchmaking game paling buruk yg pernah ada, penyeimbangan tim tidak setara. Setelah win 1x selanjutnya pasti lose 2x atau lebih, stuck dan terus berputar"" seperti itu. Jika tidak ada perbaikan mengenai penyeimbangan matchmaking, game ini akan menjadi game moba dengan matchmaking terburuk yang pernah ada.",1,1909,1.8.8.8811,2023-08-12 18:21:42,,,1.8.8.8811,most_relevant,com.mobile.legends,August
16,729a4424-fd92-420e-8c09-15161117eed0,Aldy PW,https://play-lh.googleusercontent.com/a-/ALV-UjWvGbZHBSgvFfLZjp9TyE-twOW7y0hzuq1zjGe8wpCayek,"Tiap Log in Pasti Ada saat dimana selalu Recconecting Di Tampilan, update pembaharuan saat ini. Sehingga mau tidak mau harus On Mode Pesawat lalu hidupkan data kembali. Sedangkan Tes Menggunakan Aplikasi Lain Scroll dan Nonton Normal dan Lancar.",1,1443,1.8.8.8811,2023-08-13 07:15:00,,,1.8.8.8811,most_relevant,com.mobile.legends,August
17,eb968c1b-9431-4a30-b59e-f94eac9d8077,Yodi Kurniawan,https://play-lh.googleusercontent.com/a/ACg8ocIiTQo2bWFbUxfSnXT8QlRab65qrm5nbzaM-0WUOSWt=mo,Untuk kali ini saya memberikan bintang satu di karena di dalam game terjadi banyak bug salah satunya terjadi lag padahal jaringan bagus dan ping dalam game berwarna hijau tetapi di dalam mact ataupun pertandingan terjadi lag saya harap masalah itu bisa di perbaiki,1,441,1.8.8.8811,2023-08-13 15:13:31,,,1.8.8.8811,most_relevant,com.mobile.legends,August
18,f7ca2d61-3d2f-49a0-8263-e87bcf6925e5,Gosyen Karawaheno,https://play-lh.googleusercontent.com/a-/ALV-UjVIgjqjINmp-qme_40Wsj_DXrossYpfp9C7GUL3sMGYTvw,"Oy kenapa habis update malah frameratenya sering drop? Ini masalah bug atau emg servernya ga stabil? Jaringan udah bagus pake wifi super cepat. Kenapa malah in game fps sering drop apalagi pas war. Ini kendalanya terjadi sehari setelah update patch baru, tolong di perbaiki yg perlu diperbaiki ya developer.",1,3767,1.8.8.8811,2023-08-13 15:48:57,,,1.8.8.8811,most_relevant,com.mobile.legends,August
19,ee943a58-423e-40e8-bbb8-fc7982563da7,Maya Lismawati,https://play-lh.googleusercontent.com/a-/ALV-UjUqNQeQ8sZ3EYqMzDvWV6ZBr86KW7s1M_yuuh3bOUcw9zo,"Ini game kenapa lagi sih,selalu update,lama lama makin berat ram nya,jaringan nya buruk,udah pake wifi dan data seluler,tetap aja ngelag,makin ke sini bosan main klo jaringannya hancur gin,in game jadi afk padahal ga bisa gerak karna ping nya merah kuning tiba tiba....parah parah uninstall juga nih",2,67,1.8.8.8811,2023-08-15 18:54:16,,,1.8.8.8811,most_relevant,com.mobile.legends,August
20,d2a551a3-74e3-4013-884f-9e5d44ea839c,Fwimz,https://play-lh.googleusercontent.com/a-/ALV-UjXb3tjinlGiNvHZiSV1isUye6BdAjBxjQMpvjRWTyAfXKI,"Dari semua game yang pernah kumainkan ini game menempati urutan pertama masalah jaringan terburuk, dan sangat tidak stabil. Bahkan game fps seperti codm ping stabil di 40 dan meskipun ping jump ke 70 hanya ada sedikit delay dan tidak terlalu terasa l, bahkan saat di ping 80 aku tidak merasakan satu pun masalah dan sering tidak sadar jika tidak melihat ping yang ada di angka 80. Juga terdapat banyak bug, seperti: saat jaringan down game nya terus menerus loading untuk menghubungkan keserver",1,1298,1.8.8.8811,2023-08-17 09:39:22,,,1.8.8.8811,most_relevant,com.mobile.legends,August
21,662061ab-0e49-497f-b1e7-6320ca171b1e,Ilham Firdaus,https://play-lh.googleusercontent.com/a/ACg8ocJ2rpIY01TwPqobCXPAXz1zTDhgLiM3zADTNJsSNr_c=mo,"Yang menjadi kendala saat saya memainkan game ini adalah sistem matchmaking, season kemarin dan season ini sangat sulit mendapatkan tim yang bisa main, menang hanya 10 kali tetapi kalahnya sampai 5 kali. Sangat sulit untuk yang sering solo player lebih banyak kalah daripada menangnya. Matchmaking sangat beda dengan season season sebelumnya, semakin kemari sistem matchmakingnya semakin buruk",2,861,1.8.8.8811,2023-08-17 10:20:12,,,1.8.8.8811,most_relevant,com.mobile.legends,August
22,84781fe4-8c7d-429c-a75a-85e357057bc4,EVO Gaming,https://play-lh.googleusercontent.com/a-/ALV-UjX5tjbMc74Hdxjh0dWjG3DAE5pgQLgMsZ4DBZC-MItxww,"Penurunan bintang adalah suatu bukti penurunan kualitas pengalaman bermain saya,jadi untuk moonton perlu ada beberapa perbaikan lagi pada kualitas jaringan server anda,saya bermain sudah dari 2017 sampai sekarang,ada beberapa keluhan saya disini tentang jaringan yang berubah-ubah seperti ping naik turun kaya ingus wkwkwkwkwk,tolong ya moonton segera diperbaiki 🙏😂",4,13,1.8.8.8811,2023-08-17 13:20:17,,,1.8.8.8811,most_relevant,com.mobile.legends,August
23,b4ab30f0-d5cd-411f-9b8d-0c4df89a70a4,Hindami Aufar,https://play-lh.googleusercontent.com/a/ACg8ocJzPoACGZ3vzhn5_jss6tC02GI7k2fKIdVJSi4Mi54k=mo,hallo saya ingin berkoentar kembali dengan rating bintang 4 sebenarnya sudah bagus teruntuk gamenya tetapi mengapa setiap update pasti akan ada kendala seperti leg atau framdrop?? bahkan sampai ngefrezz tdk bisa bergerak sama sekali jka ada update selanjutnya dimohon di uji coba dengan benar jika seperti ini trs maka rating game tidak akan naik dengan pesat.,4,124,1.8.8.8811,2023-08-17 13:56:58,"Dear Hero,
Mohon maaf atas ketidaknyamananya ya kak. Kami berharap kakak bisa memberikan tangkapan layar atau informasi yang lebih spesifik melalui CS in-game untuk membantu kami mengonfirmasi masalah yang dialami. Kami akan mengumpulkan feedback kakak untuk terus meningkatkan game menjadi lebih baik.
Terima kasih!",2023-05-29 07:11:29,1.8.8.8811,most_relevant,com.mobile.legends,August
24,f1debe6f-12ac-421a-a692-b7a8307e2fd7,Tommy Surabaya,https://play-lh.googleusercontent.com/a/ACg8ocICAZ8kz4TUhVT816rB_Ajfbp2mq026oMpr4MijPKos=mo,"Tolong kembalikan lagi performa moblie legend lagi semulalah. Saat sinyal tidak jumpang jumping gak jelas banget, sesuaikan tim sendiri vs tim lawan dah, dan tolong lagi lawan yang seimbang, dan tidak dipersulit, juga data jangan terlalu besar, hape ram 2 dan ram 3 mengkis-mengkis (alias sesak) : DAMMM",4,171,1.8.8.8811,2023-08-17 14:34:04,,,1.8.8.8811,most_relevant,com.mobile.legends,August
25,f70fd4e3-c1c2-4cc5-b87c-75affd762bd5,Wahidin Ams5,https://play-lh.googleusercontent.com/a-/ALV-UjVsyxStbDxc0AsaVyXLbxbnxAbJ1gldCIh9kNvEEdcHXUQ,"Game ini bagus banget cepetan ayo downlod bagus loh, tapi tolong untuk developernya agar bug jaringannya diperbaiki lagi soalnya pas main classic jarigannya lancar tapi paa main rank ping tiba² naik dan itu membuat kami tidak nyaman karena bug itu saya kasih bintang 4 dulu ya kalau sudah diperbaiki saya pasti akan kasih bintang 5 sekali lagi minta tolong ya untuk developor game nya... terima kasih",4,13,1.8.8.8811,2023-08-17 15:29:07,,,1.8.8.8811,most_relevant,com.mobile.legends,August
26,89dfbf4d-e808-4cda-8d1f-08edbea74c6e,Muhammad Rivkil Nur Fadil,https://play-lh.googleusercontent.com/a/ACg8ocJb15MjzcM2BJ-2EPhBwX_ZqeYtCt3g-X1GPcyQGjvi=mo,"Game nya jelek banget, sering lag saat war padahal jaringan nya bagus tapi pas main game ini langsung lag + merah dan patah-patahh. Dan jangan update terusssssss nanti bagaimana nasib HP yang ram 2,3,4 . Bila perlu tidak usah merilis project next .",1,382,1.8.8.8811,2023-08-18 06:33:03,"Dear Hero,
Terima kasih atas tanggapan Anda, sudah kami catat. Kami akan membahas masalah dengan serius dan berusaha untuk meningkatkan pengalaman game yang sesuai. Jika Anda memiliki pertanyaan atau saran lebih lanjut, jangan ragu untuk menghubungi CS in-game, kami akan membantu Anda sesegera mungkin.",2023-06-21 04:18:15,1.8.8.8811,most_relevant,com.mobile.legends,August
27,7b16bc55-1a16-45c3-b91c-3f28f84a194c,Zulkarnain Abas,https://play-lh.googleusercontent.com/a/ACg8ocLGpvxx1x5dJR0d5rpHtZ8YdjqjiuRIuzYnxDr-Ytmf=mo,"Assalamu'alaikum dear monton, di sini saya mau bilang beberapa hal yg ke 1.Tolong hilangkan dark sistem, walau gak di hilangkan setidak nya buatlah tim seimbang 2.Tolong kenapa sinyal nya suka berubah-ubah padahal udah pake wifi paling cepat tapi kok masih berubah-ubah 3.Tolong penyimpanan nya di kecil kan, karena saya udah 2 kali ganti handphone karena tidak bisa bermain ml dan penyimpanan nya semakin bertambah 4.Tolong kenapa ya ml saya suka kehapus sendiri data nya, dan harus download ulang",3,57,1.8.8.8811,2023-08-18 06:49:17,,,1.8.8.8811,most_relevant,com.mobile.legends,August
28,c98907c5-df74-4466-95b3-44df5e448708,Yayan Setiawan,https://play-lh.googleusercontent.com/a/ACg8ocKpl-VDFWd8OeU7UmxLhDRN2NGDhH21RBWziczNRKiL=mo,"Menurut saya ini game moba yang paling bagus sih soal nya kalian dapat berkomunikasi dengan tim untuk menemukan ritme bermain kalian yang cocok, kalo masalah fitur dan grafik sih gak usah di ragukan lagi hehe, soal hero,maps,skin hero nya gak usah di raguin lagi keren"".",5,1350,1.8.8.8811,2023-08-18 10:25:21,,,1.8.8.8811,most_relevant,com.mobile.legends,August
29,6b2a6780-f821-479c-9313-d14a7e365114,M. Dimas putra pratama,https://play-lh.googleusercontent.com/a-/ALV-UjUUitpw32tJDidlQgshizV4Sdh8uRF1I46q2SAdF7Nxt2M,"Dear Moonton, Kenapa pada saat update sekarang ini sering sekali terjadi bug sinyal, padahal sinyal kami bagus akan tetapi pada saat di dalam game malah terjadi penurunan ping sinyal, dan itu sangat membuat kami tidak nyaman pada saat memainkan gamenya, tolong secepatnya di perbaiki/fix agar kami mendapatkan pengalaman terbaik pada game ini.",2,8,1.8.8.8811,2023-08-18 14:42:38,,,1.8.8.8811,most_relevant,com.mobile.legends,August
30,7db81bbf-59ed-47a0-be7a-2aedfac3cfaa,AnimEdits Gaming,https://play-lh.googleusercontent.com/a-/ALV-UjUf8nok7ao6b5HzP4TZBQ5HWj0kgRkp6Gdx3rxJgDt7rw,"Seimbangin match making nya dong, dapat tim nya sama yang tidak sepadan dengan diri kita sendiri, seperti perbedaan rank atau kemampuan nya, pokoknya match making harus jauh lebih seimbang dan juga dapet musuh nya yang setara dong. Dapat tim kaya eek musuh nya dah setara pro player apa coba",3,28,1.8.8.8811,2023-08-19 02:07:35,,,1.8.8.8811,most_relevant,com.mobile.legends,August
31,64693924-9979-4a68-9aad-3da2c71120b3,Kontolodon 457,https://play-lh.googleusercontent.com/a/ACg8ocJYSKR297lnB9PujboW8docwy9tVJg1AVgPjgXZBX_A=mo,"Tolong semakin update semakin kacau semua nya berantakan, mengapa setiap saya bermain suka ada saja masalah jaringan, padahal saya mahal mahal beli wifi yang singal cepet buat agar tidak ada masalah jaringan tapi masih tetap saja, tolong untuk kedepannya perbaiki lagi.",2,31,1.8.8.8811,2023-08-19 12:43:41,,,1.8.8.8811,most_relevant,com.mobile.legends,August
32,5a2135b6-dc24-4674-8535-25d6ca630883,Rony Kassanova,https://play-lh.googleusercontent.com/a-/ALV-UjX44FpFi60wwqdqkAA8bREwFw8tU9qQRjVeUcOJz_WPeKM,"Dulu sebelum update enak enak aja,sekarang sering bug,ngeframe,sinyal langsung hilang.kadang pada posisi war malah sinyal langsung hilang padahal sinyal bagus.tolong lebih diperbaiki lagi lah,biar yang main juga nggak jenuh.",2,8,1.8.8.8811,2023-08-19 16:21:20,,,1.8.8.8811,most_relevant,com.mobile.legends,August
33,6841259e-5ae9-4501-9cf9-efa821a26f1a,Yarahman,https://play-lh.googleusercontent.com/a-/ALV-UjVVRjesl3WphN3Dq8Tarj6Vk-oycCjlNGpaib5A72xOQ3I,"1.Terlalu banyak bug 2. Update nya terlalu mendahulukan event,daripada sinyal padahal eventnya tu..itu itu saja setiap tahun 3.dark system meresahkan, merugikan pemain lain bahkan saya sendiri. 4.speed modenya gak terlalu berfungsi, sama aja kayak gak speed mode. 5. Untuk sinyal sama seperti no2, lagnya terlalu berlebihan, saat main lagnya tidak berhenti sampai karakter tidak bergerak, bahkan diberi peringatan"" anda tidak aktif 2 menit maka akan diberi sanksi"". Semoga bisa diperbaiki🙏",4,4336,1.8.8.8811,2023-08-20 00:11:27,"Dear Hero,
Terima kasih atas tanggapan Anda.
Silakan hubungi kami melalui CS dalam game, ini akan membantu kami mengumpulkan informasi yang lebih detail sehingga kami dapat mengidentifikasi masalah secepat mungkin. Bantuan Anda akan sangat membantu kami untuk menyelesaikan masalah dan kami sangat menyesal atas ketidaknyamanan yang ditimbulkan.",2022-07-16 10:07:01,1.8.8.8811,most_relevant,com.mobile.legends,August
34,f3d595eb-93ce-497a-a170-67c3a01bc674,Sukro Sukro,https://play-lh.googleusercontent.com/a/ACg8ocJLVt7vfB2vNbA8-EKp7XJeVOU-q5foKYR6lhvq38Bm=mo,"Banyak hal yg harus diperbaiki dalam game ini, seperti yg aku alami saat ini, kadang tombol tak bisa digunakan saat mau maju kadang tombol menyerang bermasalah mau gerak sendiri. Memang game ini mengasyikkan tapi banyak masalah apa lagi mengenai lag/bug sungguh sangat mengganggu saat permainan sengit. Kadang mau keluar sendiri tanpa dikeluarkan, begitu saya masuk lagi eehh malah dapat hukuman afk. Sungguh mengecewakan dalam hal ini.. Tolong diralat kembali dengan teliti pihak moonton dgn teliti",3,286,1.8.8.8811,2023-08-20 14:41:26,,,1.8.8.8811,most_relevant,com.mobile.legends,August
35,117a425c-b09d-4821-a76e-ae7c0e8b51ce,Kezia Yozeva,https://play-lh.googleusercontent.com/a-/ALV-UjVnbErCrzju67QdWnRtgM4EzBhejBK6U4iOYCCJaVgE8Q,"Kasi tim yang bner lah, masa kena dark system mulu, yg bener aja. ngasi tim buta map pula. Tim selalu tidak jelas! Terkadang padahal bener bener jaringan bagus, sayang nya ini kenapa sih lag mulu, gajelas bgt Also, jangan terlalu kenain dark system mulu lah, player ml jg jadi bosen main kalo kalah mulu, Aku tau kalo Mlbb benar benar game yang seru bagi saya namun juga tidak juga, ya karena itu tdi. Ini hanya sekadar ulasan saya ttg tim. Terimakasih.",2,102,1.8.8.8811,2023-08-22 10:39:29,,,1.8.8.8811,most_relevant,com.mobile.legends,August
36,50902935-7353-4c82-b5b2-09176f6a08ad,Rehan_81,https://play-lh.googleusercontent.com/a-/ALV-UjWZS3ICkqSehbNvCHquSGRLN-CRlpZ8EeymR0NQ21i8MCA,"Gamenya oke, udah bagus, dari segi grafik, dll nya udah oke semua cumaan saya kasih bintang 2 karena, tadi saya main ranked kan, tim saya sudah ban estes, tapi waktu giliran musuh ngepick kok musuhnya bisa ambil estes?? Ini kenapa?? Bug kah? Atau musuhnya yang memakai cheat? Jujur itu sangat merugikan, dikarenakan tim saya jadi kesusahan di team fight, dan berujung kekalahan. Mohon untuk segera dibenahi ya moonton, demi kenyamaan player juga kan.",2,10,1.8.8.8811,2023-08-22 13:59:10,"Dear Hero,
Mohon maaf atas ketidaknyamananya ya kak. Kami berharap kakak bisa memberikan tangkapan layar atau informasi yang lebih spesifik melalui CS in-game untuk membantu kami mengonfirmasi masalah yang dialami. Kami akan mengumpulkan feedback kakak untuk terus meningkatkan game menjadi lebih baik.
Terima kasih!",2023-08-23 06:46:34,1.8.8.8811,most_relevant,com.mobile.legends,August
37,2846cb5c-0c84-4353-a9fa-dcbc34568acb,Wisnu Miftahul Khoer,https://play-lh.googleusercontent.com/a/ACg8ocLipjHufdXe6CJqrzu4Se9jNuNBDe_pk3H43bOLbG6N=mo,Untuk keseluruhan sudah bagus tapi nih masalahnya 1. Terlalu banyak bug 2. Machtmaking tak sesuai 3. Perkara jaringan/sinyal yang suka tiba2 lag ketika war 4. Update yang terlalu berat untuk beberapa device 5. TOLONG HAPUS DARK SYSTEM MOONTON! Sekian Dari Saya TerimaKasih :),3,7423,1.8.8.8811,2023-08-22 15:33:51,,,1.8.8.8811,most_relevant,com.mobile.legends,August
